"papel","segmento","cotacao","ffo_yield","dividend_yield","p_vp","valor_de_mercado","liquidez","qtd_de_imoveis","preco_do_m2","aluguel_por_m2","cap_rate","vacancia_media","endereco","data_atualizacao"
"TRXL11","Híbrido",103.38,4.66,0,1.05,2177900000,0,20,4369.29,185.81,4.25,0.51,"Estrada Do Capuava, 1000, Chacara Ondas Verdes, Cotia/SP, Brasil, 06715-725,Rua Ronald Cladstone Negri, 557, Polo De Alta Tecnologia De Campinas Polo I, Campinas/SP, Brasil, 13069-472,Rodovia Ba535 Via Parafuso, Km 14, Cep 42849-000, Polo Logístico, Camacari/BA, Brasil, 42800-331,Br 116, 2271, Verife, Itaitinga/CE, Brasil, 61880-000,Rodovia Dom Gabriel Paulino Bueno Couto, Km 80,2, Esquina Com Via Dos Ipes, Bairro Do Jacaré, Cabreuva/SP, Brasil, 13315-000,Avenida Charles Goodyear, S/n, Cururuquara, Santana De Parnaiba/SP, Brasil, 06524-115,Rodovia Marechal Rondon, Km 536, 21500, Avenida, Aracatuba/SP, Brasil, 16027-231,Avenida Beirario, 5777, Distrito Industrial Deputado Simao Da Cunha, Santa Luzia/MG, Brasil, 33040-260,Rodovia Anhanguera, S/n, Km 308, Parque Residencial Candido Portinari, Ribeirao Preto/SP, Brasil, 14093-500,Rodovia Br470, 04, Machados, Navegantes/SC, Brasil, 88373-330,Avenida Alberto Soares Sampaio, S/n, Capuava, Maua/SP, Brasil, 09380-000,Avenida Francisco Roveri, S/n, Parque Almerinda Pereira Chaves, Jundiai/SP, Brasil, 13212-541,Rua Perola, 350, N/a, Jardim Santa Esmeralda, Hortolandia/SP, Brasil, 13186-546,Rua Dona Catharina Maria De Jesus, 400, Bonsucesso, Guarulhos/SP, Brasil, 07175-500,Estrada De Sao Goncalo, S/ Nº, Altura Aproximada Do Km 530, Humildes , Feira De Santana/BA, Brasil, 44135-000,Avenida Brigadeiro Faria Lima, 186, Pinheiros, Sao Paulo/SP, Brasil, 05426-200,Estrada Municipal Thereza Thomazella, 432, Bairro Dos Pires, Extrema/MG, Brasil, 00037-640,Estrada Ferreira Guedes, 784, Potuvera, Itapecerica Da Serra/SP, Brasil, 06885-150,Largo De Santana, 780, Santana, Sao Paulo/SP, Brasil, 02402-003,Estrada Rio Douro, 800, Mantiquira, Duque De Caxias/RJ, Brasil, 25245-810","2023-04-13 00:29:07"
"TSER11","Lajes Corporativas",100,11.17,11,1.01,120500000,57888,1,2656.07,222.01,8.36,0,"Alameda Araguaia, nº 2550 e Avenida Marcos Penteado de Ulhôa Rodrigues, nº 939  Alphaville","2023-04-13 00:29:07"
"TSNC11","Híbrido",0.01,95080,1.04026e+11,0,10868,0,2,0.69,779.45,113441.49,0,"Rua Castro Delgado, 188, Sem Complemento, Alto De Pinheiros, Sao Paulo/SP, Brasil, 05465-010,Avenida General Valdomiro De Lima, 508, Sem Complemento, Jabaquara, Sao Paulo/SP, Brasil, 04344-070","2023-04-13 00:29:07"
"UBSR11","Títulos e Val. Mob.",102.5,11.8,0,1.08,2710270000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"URPR11","Outros",89.4,7.35,18.88,0.9,1043770000,3105780,0,0,0,0,0,"","2023-04-13 00:29:07"
"VCJR11","Títulos e Val. Mob.",86.23,12.25,12.93,0.91,1269650000,1623690,0,0,0,0,0,"","2023-04-13 00:29:07"
"VCRA11","Títulos e Val. Mob.",100.15,4.75,12.31,0.98,460081000,627932,0,0,0,0,0,"","2023-04-13 00:29:07"
"VCRI11","Títulos e Val. Mob.",7.89,12.12,17.29,0.83,140231000,354343,0,0,0,0,0,"","2023-04-13 00:29:07"
"VCRR11","Logística",70.01,12.1,11.37,0.55,140020000,134844,4,2272.19,125.02,5.5,0,"Prof Ascendido Reis, 1300 - Vila Clementino/SP,Rua Loefgreen, 2527 - Vila Clementino/SP,Rua Gregório Serrão, 232 - Vila Mariana/SP,Rua Carlos Petit, 215 - Vila Mariana/SP","2023-04-13 00:29:07"
"VERE11","Outros",257,13.31,12.53,0.77,146757000,0,4,972.84,167.36,17.2,16.52,"Av. Wilson Tavares Ribeiro, 1400, Condomínio de galpões logísticos no Condomínio de Galpões Sindi Investimentos, Contagem-MG,Rua Benjamin Jacob, 10, CEP 30430-290, Belo Horizonte-MG,Av. Dom Pedro II, 1900, CEP 30710-010, Belo Horizonte-MG,Av. Wilson Tavares Ribeiro, 1400, Contagem-MG","2023-04-13 00:29:07"
"VGHF11","Híbrido",8.67,8.95,14.91,0.95,631950000,2224440,0,0,0,0,0,"","2023-04-13 00:29:07"
"VGIA11","Títulos e Val. Mob.",9.89,8.37,18.06,1.04,722790000,4861570,0,0,0,0,0,"","2023-04-13 00:29:07"
"VGIP11","Títulos e Val. Mob.",79.81,11.27,14.72,0.88,940740000,2056270,0,0,0,0,0,"","2023-04-13 00:29:07"
"VGIR11","Títulos e Val. Mob.",9.52,10.04,15.53,0.99,982661000,4070650,0,0,0,0,0,"","2023-04-13 00:29:07"
"VIFI11","Títulos e Val. Mob.",6.59,20.71,11.13,0.77,53307800,61203,0,0,0,0,0,"","2023-04-13 00:29:07"
"VILG11","Logística",88.42,8.81,9.27,0.79,1326070000,2425260,16,2281.54,246.79,10.82,9.71,"Rodovia Br 316 - KM 23/24
Bairro Campestre - Benevides/PA,Cidade de Eldorado do Sul, na Av. Industrial Belgraf, n° 765 - RS,Avenida das Quaresmeiras, n. 200, Pouso Alegre - MG,Rodovia Armínio Guilherme, 82  Ipojuca, PE,Cidade Cachoeirinha, Rio Grande do Sul, RS 118, nº 12760,R. Almerim, 100, Guarulhos - SP,Rua Kida, 191 - Guarulhos - São Paulo, Rodovia BR-493 (RioMagé), km 3,5, Duque de Caxias - RJ,Rodovia Fernão Dias, km 891,5, Extrema - MG,Av. Dr. Kenkiti Shimomoto, Nº 1.678, Osasco - SP,Rodovia Castello Branco, km 57, em São Roque, SP,Est. Vargem do João Pinto, Fazenda Matão Gleba 2, Extrema - MG,Cidade de Cariacica, n° 10.288, km 290, RD. Governador Mario Covas - ES,Município de Serra, no estado do Espírito Santo,Rodovia Fernão Dias, km 933, Extrema - MG,Av. Marginal Rodovia dos Bandeirantes, Nº 800, Jundiaí - SP","2023-04-13 00:29:07"
"VINO11","Lajes Corporativas",40.25,10.26,9.84,0.74,666752000,976419,10,10292.9,1134.6,11.02,2.07,"Largo do Ibam, 1, Humaitá, Rio de Janeiro/RJ,Rua Evandro Carlos de Andrade, 160, São Paulo - SP,Rua Haddock Lobo, nº 347, São Paulo - SP,Rua Jaceru, 154, Vila Gertrudes, São Paulo/SP,Rua Corá, 2175, São Paulo/SP,Rua Mourato Coelho, 1404, na Vila Madalena, São Paulo/SP.,Alameda Araguaia, 617, Alphaville, Barueri/SP,Av. Bartolomeu Mitre, 336 CEP: 22.431-002 Rio de Janeiro - RJ - Brasil,Rua Oscar Freire, 585, Jardim Paulista, São Paulo/SP,Rua Cardeal Arcoverde nº 563, São Paulo - SP","2023-04-13 00:29:07"
"VISC11","Shoppings",104.27,7.95,8.63,0.84,1938490000,2140600,20,3137.7,280.05,8.93,5.43,"Av. Prefeito Chiquilito Erse, 3288 - Porto Velho/RO,Trav. Padre Eutíquio, 1078  Belém - PA,Av. Historiador Rubens de Mendonça (Av. CPA), 3300 - Cuiabá/MT,Estrada do Mendanha, 450 / 550 e 555  Rio de Janeiro  RJ,Av. Madre Benvenuta, 687 - Santa Mônica, Trindade - Florianópolis - SC,Avenida Governador Agamenon Magalhães, 153 - Sto Amaro, Recife - PE,Avenida Coronel Fernando Ferreira Leite nº 1.540 - Ribeirão Preto/SP,Avenida Doutor Olivio Lira, 353 - Praia da Costa, Vila Velha/ES,Avenida Luiz Viana, 8544 - Salvador - BA,Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE,Rodovia Raposo Tavares, 23.500 - Lageadinho, Cotia-SP ,Av. Carlos Jereissati, 100 - Maracanaú/CE,Rua Comendador Araujo, 731 - Curitiba - PR,Av. Cristiano Machado, 4000 - União - Belo horizonte - MG,Rua Barão de São Francisco, 236 - Rio de Janeiro/RJ,Av. Maestro Paulo e Silva, 400 - Rio de Janeiro - RJ,Av. Pereira Barreto, 42 - Santo André - SP,Avenida Geremario Dantas, 404 - Rio de Janeiro - RJ,Av. Manoel Goulart, 2400 - Jardim das Rosas - Presidente Prudente - SP,Rua Jacy Teixeireira de Camargo, 940 - Campinas/SP","2023-04-13 00:29:07"
"VIUR11","Outros",6.29,14.9,13.65,0.69,169492000,318307,8,2438.17,307.58,12.62,0,"Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Estrada Municipal UNICAMP-Telebrás km 1, Cidade Universitária, Campinas - SP,Rua Luis Otavio, 1.313, Taquaral, Campinas - SP,Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Rua Oswaldo Cruz (Rua Grande), 415, Centro, São Luis  MA,Rua Santos Dumont, 888, Niterói, Canoas - RS,Avenida Dr. Cardoso de Melo, 1.200, Vila Olímpia, São Paulo - SP,Rua Orfanotrofio, 555, Porto Alegre, Porto Alegre - RS","2023-04-13 00:29:07"
"VLOL11","Lajes Corporativas",94.5,7.5,7.05,0.94,168666000,67946,1,13431.4,1340.16,9.98,0,"Rua Fidêncio Ramos, 302, Vila Olímpia, 04551-010, São Paulo - SP","2023-04-13 00:29:07"
"VOTS11","Títulos e Val. Mob.",85.15,22.1,15.05,0.91,70496800,9040,0,0,0,0,0,"","2023-04-13 00:29:07"
"VRTA11","Títulos e Val. Mob.",81.77,13.4,15.18,0.9,1274990000,2122120,0,0,0,0,0,"","2023-04-13 00:29:07"
"VSEC11","Títulos e Val. Mob.",2.91,-76.11,11.16,0.07,182559,177,0,0,0,0,0,"","2023-04-13 00:29:07"
"VSHO11","Shoppings",63.92,10.64,11.46,0.64,134155000,49819,3,1746.41,352.92,20.21,7.84,"R. Paiquerê, 200 - Jardim Paiquere, Valinhos - SP,Av. Visconde do Rio Branco, 360 - Centro, Niterói - RJ,Remanso Campineiro, Hortolândia - SP","2023-04-13 00:29:07"
"VSLH11","Outros",4.91,17.5,24.81,0.47,146633000,763415,0,0,0,0,0,"","2023-04-13 00:29:07"
"VTLT11","Logística",90.15,11.38,11.11,0.89,190667000,184205,1,742.21,95.7,12.89,0,"Avenida Prefeito Domingos Mocelin Neto s/n, Borda do Campo, Quatro Barras, PR","2023-04-13 00:29:07"
"VVPR11","Híbrido",101.5,8.99,4.68,1.04,234036000,0,6,5334.39,526.7,9.87,0,"Avenida Beirario, 5777, Sem Complemento, Distrito Industrial Deputado Simao Da Cunha, Santa Luzia/MG, Brasil, 33040-260,Estrada De Sao Goncalo, S/ Nº, Altura Aproximada Do Km 530, Humildes , Feira De Santana/BA, Brasil, 44135-000,Estrada Do Capuava, 1000, Sem Complemento, Chacara Ondas Verdes, Cotia/SP, Brasil, 06715-725,Rodovia Ba535 Via Parafuso, Km 14, Cep 42849-000, S/n, Cep Correto: 42849-000, Polo Logístico, Camacari/BA, Brasil, 42800-331,Avenida Brigadeiro Faria Lima, 186, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05426-200,Rua Ronald Cladstone Negri, 557, Sem Complemento, Polo De Alta Tecnologia De Campinas Polo I, Campinas/SP, Brasil, 13069-472","2023-04-13 00:29:07"
"VXXV11","Outros",1001,-0.49,0,1.01,265547000,1252930,0,0,0,0,0,"","2023-04-13 00:29:07"
"WHGR11","Híbrido",8.35,7.68,11.13,0.84,209498000,543200,0,0,0,0,0,"","2023-04-13 00:29:07"
"WPLZ11","Shoppings",62.99,8.29,8.67,0.72,64296900,2507,1,1701.46,154.97,9.11,11.45,"Av. Francisco Matarazzo s/n, Bloco B, São Paulo, SP","2023-04-13 00:29:07"
"WSEC11","Títulos e Val. Mob.",91.5,3.26,7.89,0.91,22477100,24015,0,0,0,0,0,"","2023-04-13 00:29:07"
"WTSP11B","Híbrido",34.9,-14.71,3.53,0.48,34640500,547,1,2839.48,119.48,4.21,5.97,"Av. das Nações Unidas, 12551, 12555 e 12559","2023-04-13 00:29:07"
"XPCA11","Títulos e Val. Mob.",9.76,4.99,16.34,1.03,306369000,1433970,0,0,0,0,0,"","2023-04-13 00:29:07"
"XPCI11","Títulos e Val. Mob.",80,8.32,13.85,0.88,696124000,1750400,0,0,0,0,0,"","2023-04-13 00:29:07"
"XPCM11","Lajes Corporativas",12.35,15.94,14.18,0.28,29819900,57425,1,1348.98,0,0,85,"Av Pr Aristeu Ferreira da Silva,370,Cavaleiros,Macaé-RJ","2023-04-13 00:29:07"
"XPHT11","Hotel",104.2,4.69,11.19,1.06,396444000,59114,12,19427.4,1028.64,5.29,41.99,"Av. Rocha Pombo, 2600 - Águas Belas, São José dos Pinhais - PR,Avenida Severo Dullius, 2055 - Anchieta - Porto Alegre - RS,Av. Republica Argentina, 1834 - Vila Maracanã - Foz do Iguaçu - PR,R. Mathias Velho, 235 - Centro, Canoas - RS,Rua Paulo Zimmermann, 142 - Centro - Blumenau - SC,Rua Dr. Pedrosa, 288 - Centro - Curitiba - PR,R. Eduardo Viana, 163 - Barra Funda, São Paulo - SP,Av. Mariano Torres, 927 - Centro, Curitiba - PR,R. Joinville, 515 - Ibirapuera - São Paulo - SP,Rua Garibaldi, 633 - Floresta - Porto Alegre - RS,Av. Martiniano do Valle Filho, 355 - Londrina - PR,Av. São Pedro, 2300 - Engenho Braun - Chapecó - SC","2023-04-13 00:29:07"
"XPIN11","Outros",69.31,9.93,10.8,0.67,495596000,420280,100,1926.33,201.44,10.46,0,"Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-273,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Avenida Tégula, 888, bairro Ponte Alta,Estrada Municipal Antonio Agostinho Barbosa, nº 1300, Gleba ""B"", CEP 37640-000,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Av. Tégula, 888, Ponte Alta, 12952-821,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Av. Tégula, 888, Ponte Alta, 12952-824,Avenida Tégula, 888, Atibaia - SP, CEP: 12952-820,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-277,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Estrada Luiz Lopes Neto, 738, Extrema - MG, CEP: 12954-260,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Av. Tégula, 888, Ponte Alta, 12952-820,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinha,Av. Tégula, 888, Ponte Alta, 12952-824,Avenida Tégula, 888, Atibaia - SP, CEP: 12952-820,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Rua Kanebo, 17","2023-04-13 00:29:07"
"XPLG11","Logística",93.99,8.86,9.14,0.83,2547230000,3273240,17,1982.68,179.43,9.05,6.28,"Rod. dos Bandeirantes, km 34,Rod. dos Bandeirantes, km 34 - Cajamar, SP,ROD BR101, Sul Nº 2.220 - Cabo de Santo Agostinho, PE,km 26 + 175,35m e o km 25 + 759,35m da Rodovia Anhanguera,Avenida Osvaldo José do Amaral, SN - Areias São José - SC,Bairro dos Tenentes no Município de Extrema/MG ,Estrada Miguel Pereira nº 34, Bairro São Miguel, CEP: 23.890-000,Via Jose Luiz Galvão, 1905 - Ribeirão Preto - SP,Avenida OL-1 -Duque de Caxias, RJ,Estrada Tenente Marques, 1818 - Santana de Parnaiba - SP,Rod. dos Bandeirantes, km 34 - Cajamar, SP,Bairro dos Tenentes no Município de Extrema/MG ,Rua Lennie Queiroz, 333 - Cachoeirinha - RS,Rua Joao de Padula, 245 - Americana - SP,Avenida Ceci, 1649 - Barueri - SP,ROD BR101, Sul Km 96,4, 5.225 - Cabo de Santo Agostinho, PE,Estrada Municipal do Mandu, 2550 - Itapeva - MG","2023-04-13 00:29:07"
"XPML11","Shoppings",99.09,7.85,8.86,1,2112010000,4096260,12,5033.7,365.35,7.26,2.76,"Av. Coronel Teixeira, 5705, Ponta Negra, Manaus, AM, 69037-000,Av. Tancredo Neves, 148, Caminho das Árvores - Salvador - Bahia,Avenida Paulista 1230, São Paulo, SP, 01310-100,Av. Magalhaes de Castro 12000, São Paulo, SP, 05502-001,Alameda Euvaldo Luz, 92, Horto, Salvador, BA, 41098-020,Av. Coronel Teixeira, 5705, Ponta Negra, Manaus, AM, 69037-000,Praça Leonor Kaupa 100, São Paulo, SP, 04151-100,Av. Sen. Salgado Filho 2234, Natal, RN, 59064-900,Avenida das Américas 500, Barra da Tijuca, Rio de Janeiro, RJ, 59064-900,Rodovia Washington Luiz 2895, Duque de Caxias, RJ, 25085-008,Rodovia Castello Branco km 60, São Roque, SP, 18147-000,R. Jacy Teixeira de Camargo, 940 - Jardim do Lago, Campinas - SP, 13050-913","2023-04-13 00:29:07"
"XPPR11","Outros",24.43,17.51,14.62,0.33,178734000,497977,5,2465.94,425.95,17.27,43.59,"Alameda Xingu, 350, Barueri-SP,Rua Wisard, 298, São Paulo- SP,Rua Capote Valente, 39, São Paulo - SP,Alameda Xingu, 512, Barueri - SP,Avenida Brigadeiro Faria Lima, 949","2023-04-13 00:29:07"
"XPSF11","Títulos e Val. Mob.",6.67,11.2,13.15,0.83,288825000,671779,0,0,0,0,0,"","2023-04-13 00:29:07"
"XTED11","Lajes Corporativas",8.82,-0.9,0,0.64,44228400,0,1,2734.15,0,0,0,"Avenida Rui Barbosa, 2390, Cajueiros, Macae/RJ, Brasil, 27915-012","2023-04-13 00:29:07"
"YCHY11","Híbrido",1000,1.19,0,9.98,3708170000,0,9,4316.91,32.6,0.76,0,"Rodovia Washington Luis KM 198, , Corumbataí, SP, 13540-000,Av. Santos Dumont 4305, Mirassol, SP, 15135-160,Rua Professor Luciano Prata 204, São Paulo, SP, 02510-020,Av. Costa e Silva 1275, Campo Grande, MS, 79050-410,Av. Perimetral Norte 10001, Goiânia, GO, 74583-285,Rod. Juscelino Kubitscheck de Oliveira - BR 364, Frutal, MG, 38200-000,Rodovia BR 060 KM 504, Goiânia, GO, 75800-001,Rodovia BR 020 572, Caucaia, CE, 061663-015,Rodovia GO-070, Km 2 Qd. CH, Lt. 444, , Goiânia, GO, 74470-260","2023-04-13 00:29:07"
"YUFI11","Residencial",100,3.45,3.92,0.98,49265000,43,28,8464.9,858.76,10.15,0,"Rua Dr. Fausto Ferraz, 115 , Paraíso - SP,Rua Lisboa, 104, Pinheiros - SP,Rua Treze de Maio, 1412, Bela Vista - SP,Rua Alvorada, 795, Vila Olímpia - SP,Rua Florida, 1350, Cidade Monções - SP,Rua Dr. Plinio Barreto, 249, Bela Vista - SP,Pc Amadeu Amaral, 84 - Bela Vista, SP,Rua Navarro de Andrade, 320, Pinheiros - SP,Rua Dr. Fausto Ferraz, 115 , Paraíso - SP,Rua Joaquim Antunes, 922, Pinheiros - SP,Rua Acaraú, 51 , Bela Vista - SP,Rua da Consolação, 2143 - Consolação - SP,Rua Bartolomeu Feio, 66, Brooklin - SP,Al. Franca - 270, Jardim Paulista - SP,Av. Paulista, 347, Paraíso - SP,Rua Guilherme Barbosa de Melo, 84, Brooklin - SP,Rua Treze de Maio, 1483, Paraíso - SP,Av. Rebouças, 1480 - Pinheiros, SP,Rua Una, 56, Bela Vista - SP,Rua Dr. Fausto Ferraz, 115 , Paraíso - SP,Al Campos, 1126, Jardim Paulista - SP,Rua Bartolomeu Feio, 66, Brooklin - SP,Al. Gabriel Monteiro da Silva, Jardim América - SP,Rua Paula Ney, 475, Vila Mariana - SP,Rua José do Patrocínio, 645, Aclimação - SP,Av. Brigadeiro Luís Antonio, 1622, Paraíso - SP,Pc Amadeu Amaral, 84 - Bela Vista , SP,Rua Arruda Alvim, 36, Pinheiros - SP","2023-04-13 00:29:07"
"ZAVI11","Híbrido",126,3.47,5.26,0.99,116741000,13834,9,1599.66,80.01,5,0.79,"Avenida Andrômeda, 1679, Jardim Satélite, São José dos Campos - SP, CE: 12230-000,Rua Tabapuã, 41, Itaim Bibi, São Paulo - SP, CEP 04533-010,Rua Proessor Sarmento Barata, nº 297, Porto Alegre-RS, CEP 90240-640.,Rodovia Contorno Norte, nº 305, Colombo-PR, CEP 83402-335,Rodovia BR-153, nº 3.621, Anápolis-GO, CEP 75132-400, Rua Attílio Bilibio, nº 685, Nova Bassano - RS, CEP 95340-000,Avenida Andrômeda, 1669, Jardim Satélite, São José dos Campos - SP, CEP 12230-000,Av. Moita Bonita, nº 266, Guarulhos - SP, CEP 07270-395,Rua Santa Luzia, 579, Vila Santa Luzia, Taboão da Serra - SP, CEP 06754-005","2023-04-13 00:29:07"
"ZIFI11","Híbrido",1000,-1.17,0.33,0.85,47485000,9671,0,0,0,0,0,"","2023-04-13 00:29:07"
